,home_team,away_team,home_team_number,away_team_number,home_goal_expect,away_goal_expect,game_number,draw,home_win,away_win
125,VfB Stuttgart ,Hertha BSC ,7.0,12.0,2.0901451489686784,1.0613749114103472,125,0.20528520214176216,0.5900020390988949,0.18388101858686423
126,1. FC Köln ,FC Augsburg ,0.0,6.0,1.5911819273163808,0.7501063075832745,126,0.250189232058884,0.5687398847570406,0.17505482326654379
127,Bayern München ,1. FSV Mainz 05 ,10.0,2.0,3.205936920222635,0.6506024096385543,127,0.0943119487588179,0.7551704545824262,0.04437758440450005
128,Eintracht Frankfurt ,Bayer 04 Leverkusen ,11.0,9.0,0.9429226235948927,2.3013465627214744,128,0.18222868585577698,0.13888941576139627,0.6484087478850705
129,Hertha BSC ,Arminia Bielefeld ,12.0,3.0,1.4143839353923386,1.010347271438696,129,0.2680065412691445,0.45950047090736873,0.2685054414106888
130,RB Leipzig ,Bor. Mönchengladbach ,13.0,4.0,2.8719851576994433,0.910843373493976,130,0.13458658011847704,0.7037531689072756,0.0897549157422333
131,SC Freiburg ,TSG Hoffenheim ,14.0,16.0,2.263014296627742,1.5308291991495397,131,0.20042402354348468,0.5139893490286382,0.25278724364575095
132,SpVgg Greuther Fürth ,1. FC Union Berlin ,15.0,1.0,0.7955909636581904,2.104890148830617,132,0.193629884249079,0.12978956663032803,0.6557516751848272
133,VfL Bochum ,Borussia Dortmund ,17.0,5.0,0.9900687547746373,1.4313253012048195,133,0.2668914344595178,0.26028701699045714,0.4686976850174745
134,VfL Wolfsburg ,VfB Stuttgart ,8.0,7.0,1.3259849394303178,0.6965272856130403,134,0.28582094293856464,0.5155852663368284,0.1960484186879925
135,1. FC Union Berlin ,SC Freiburg ,1.0,14.0,1.0313216195569137,1.127710843373494,135,0.2941579252204475,0.32778188768106825,0.3762666851313346
136,1. FSV Mainz 05 ,Hertha BSC ,2.0,12.0,2.463385354141657,0.36484762579730684,136,0.1254492754456838,0.7961975697279562,0.03873104120243393
137,Arminia Bielefeld ,VfL Bochum ,3.0,17.0,1.0313216195569137,0.9975903614457833,137,0.3057846193651387,0.35519279175958524,0.3377397685180209
138,Bayer 04 Leverkusen ,TSG Hoffenheim ,9.0,16.0,2.7580486740150603,1.4083628632175764,138,0.16656858081987228,0.5968388533195028,0.1719887458926495
139,Bor. Mönchengladbach ,Eintracht Frankfurt ,4.0,11.0,1.7503001200480193,1.7221828490432323,139,0.22371398945223753,0.38482850058943113,0.3739050818092145
140,Borussia Dortmund ,SpVgg Greuther Fürth ,5.0,15.0,5.005347593582887,0.9287030474840539,140,0.03919205270806663,0.555478913143157,0.020102407007659924
141,FC Augsburg ,RB Leipzig ,6.0,13.0,0.9822110662446798,1.9237420269312544,141,0.21841942613479146,0.1874684897879844,0.5796119001093921
